ayah_id,surah_number,ayah_number,ayah_stop_annotations,wasl_annotations,ayah_stop_segments,wasl_segments,issue_count,has_error
3067,26,141,4,4,8,8,0,False
3068,26,142,8,8,16,16,2,False
3069,26,143,6,6,11,11,0,False
3070,26,144,6,6,8,7,2,False
3071,26,145,13,13,23,23,2,False
3072,26,146,8,8,16,16,0,False
3073,26,147,5,5,7,7,0,False
3074,26,148,6,6,11,11,0,False
3075,26,149,9,9,12,13,0,False
3076,26,150,6,6,8,7,2,False
3077,26,151,8,8,13,13,0,False
3078,26,152,8,8,14,15,2,False
3079,26,153,8,8,12,12,0,False
3080,26,154,14,14,21,22,2,False
3081,26,155,12,12,21,21,0,False
3082,26,156,9,9,15,16,0,False
3083,26,157,7,7,12,12,0,False
3084,26,158,15,15,25,26,0,False
3085,26,159,8,8,11,12,0,False
3086,26,160,4,4,8,8,0,False
3087,26,161,8,8,16,16,2,False
3088,26,162,6,6,11,11,0,False
3089,26,163,6,6,8,7,2,False
3090,26,164,13,13,23,23,2,False
3091,26,165,7,7,13,13,0,False
3092,26,166,14,14,23,24,0,False
3093,26,167,12,12,17,18,0,False
3094,26,168,8,8,13,12,0,False
3095,26,169,7,7,11,12,0,False
3096,26,170,4,4,9,9,2,False
3097,26,171,9,9,14,14,2,False
3098,26,172,8,8,13,13,0,False
3099,26,173,14,14,19,20,0,False
3100,26,174,12,12,21,22,0,False
3101,26,175,8,8,11,12,0,False
3102,26,176,4,4,8,8,0,False
3103,26,177,5,5,10,10,2,False
3104,26,178,6,6,11,11,0,False
3105,26,179,6,6,8,7,2,False
3106,26,180,13,13,23,23,2,False
3107,26,181,8,8,14,14,0,False
3108,26,182,5,5,11,11,0,False
3109,26,183,13,13,24,24,0,False
3110,26,184,9,9,17,17,2,False
3111,26,185,8,8,12,12,0,False
3112,26,186,15,15,26,26,2,False
3113,26,187,12,12,19,19,0,False
3114,26,188,5,5,8,9,0,False
3115,26,189,10,10,19,20,0,False
3116,26,190,12,12,21,22,0,False
3117,26,191,8,8,11,12,0,False
3118,26,192,8,8,14,14,0,False
3119,26,193,5,5,8,8,0,False
3120,26,194,6,6,10,10,0,False
3121,26,195,6,6,9,9,0,False
3122,26,196,6,6,10,11,0,False
3123,26,197,10,10,19,20,0,False
3124,26,198,4,4,9,9,0,False
3125,26,199,9,9,14,14,0,False
3126,26,200,8,8,14,14,0,False
3127,26,201,9,9,15,16,0,False
3128,26,202,6,6,12,12,0,False
3129,26,203,5,5,7,7,0,False
3130,26,204,3,3,6,7,0,False
3131,26,205,6,6,12,12,0,False
3132,26,206,9,9,15,15,0,False
3133,26,207,9,9,13,13,0,False
3134,26,208,10,10,17,17,2,False
3135,26,209,6,6,11,12,2,False
3136,26,210,4,4,6,6,0,False
3137,26,211,7,7,13,12,0,False
3138,26,212,6,6,11,10,0,False
3139,26,213,11,11,20,21,2,False
3140,26,214,9,9,13,13,0,False
3141,26,215,5,5,10,10,0,False
3142,26,216,11,11,17,17,0,False
3143,26,217,5,5,8,8,0,False
3144,26,218,5,5,9,10,4,False
3145,26,219,4,4,7,8,0,False
3146,26,220,5,5,8,9,0,False
3147,26,221,6,6,11,10,0,False
3148,26,222,3,3,7,7,0,False
3149,26,223,8,8,16,16,0,False
3150,26,224,6,6,11,11,0,False
3151,26,225,10,10,16,15,2,False
3152,26,226,8,8,13,13,0,False
3153,26,227,30,30,52,53,8,False
3154,27,1,10,10,13,13,0,False
3155,27,2,5,5,11,11,2,False
3156,27,3,17,17,25,26,2,False
3157,27,4,16,16,31,31,2,False
3158,27,5,16,16,26,27,2,False
3159,27,6,10,10,13,14,0,False
3160,27,7,24,24,35,36,2,False
3161,27,8,24,24,38,39,0,False
3162,27,9,11,11,14,14,2,False
3163,27,10,31,31,46,46,0,False
3164,27,11,16,16,23,24,2,False
3165,27,12,23,23,38,39,2,False
3166,27,13,18,18,26,26,0,False
3167,27,14,15,15,29,30,0,False
3168,27,15,25,25,39,40,2,False
3169,27,16,25,25,40,41,0,False
3170,27,17,14,14,26,27,0,False
3171,27,18,28,28,50,51,2,False
3172,27,19,30,30,53,54,4,False
3173,27,20,13,13,25,26,0,False
3174,27,21,15,15,22,23,2,False
3175,27,22,14,14,24,25,0,False
3176,27,23,17,17,26,27,0,False
3177,27,24,20,20,35,36,0,False
3178,27,25,21,21,33,34,4,False
3179,27,26,12,12,20,20,4,False
3180,27,27,9,9,16,17,0,False
3181,27,28,19,19,30,31,2,False
3182,27,29,12,12,19,20,2,False
3183,27,30,13,13,21,21,0,False
3184,27,31,6,6,8,9,2,False
3185,27,32,18,18,28,29,0,False
3186,27,33,23,23,30,31,2,False
3187,27,34,14,14,24,25,0,False
3188,27,35,14,14,22,23,2,False
3189,27,36,26,26,37,38,0,False
3190,27,37,21,21,37,38,2,False
3191,27,38,14,14,23,24,0,False
3192,27,39,21,21,29,30,0,False
3193,27,40,51,51,82,83,4,False
3194,27,41,15,15,27,28,2,False
3195,27,42,21,21,34,35,0,False
3196,27,43,16,16,27,28,0,False
3197,27,44,42,42,67,68,0,False
3198,27,45,18,18,31,32,4,False
3199,27,46,14,14,24,25,0,False
3200,27,47,17,17,26,27,0,False
3201,27,48,12,12,22,23,0,False
3202,27,49,19,19,30,31,0,False
3203,27,50,12,12,19,20,0,False
3204,27,51,16,16,27,28,0,False
3205,27,52,13,13,25,26,0,False
3206,27,53,10,10,17,18,2,False
3207,27,54,11,11,20,21,2,False
3208,27,55,18,18,28,29,0,False
3209,27,56,23,23,36,37,4,False
3210,27,57,16,16,23,24,4,False
3211,27,58,14,14,19,20,0,False
3212,27,59,18,18,30,30,4,False
3213,27,60,39,39,64,64,0,False
3214,27,61,31,31,49,49,0,False
3215,27,62,26,26,40,41,0,False
3216,27,63,31,31,49,50,2,False
3217,27,64,31,31,45,46,0,False
3218,27,65,21,21,34,35,2,False
3219,27,66,18,18,30,31,0,False
3220,27,67,19,19,28,29,2,False
3221,27,68,20,20,28,29,2,False
3222,27,69,16,16,24,25,0,False
3223,27,70,13,13,22,23,0,False
3224,27,71,11,11,15,16,0,False
3225,27,72,8,8,15,16,2,False
3226,27,73,15,15,25,26,0,False
3227,27,74,10,10,17,18,0,False
3228,27,75,17,17,28,29,2,False
3229,27,76,17,17,29,30,2,False
3230,27,77,8,8,12,13,0,False
3231,27,78,9,9,15,16,0,False
3232,27,79,5,5,9,10,2,False
3233,27,80,13,13,23,24,0,False
3234,27,81,20,20,32,33,2,False
3235,27,82,26,26,39,40,0,False
3236,27,83,14,14,22,23,0,False
3237,27,84,20,20,29,30,0,False
3238,27,85,8,8,14,15,0,False
3239,27,86,25,25,41,42,4,False
3240,27,87,23,23,37,38,2,False
3241,27,88,21,21,35,36,2,False
3242,27,89,14,14,23,24,0,False
3243,27,90,17,17,29,30,2,False
3244,27,91,16,16,32,32,2,False
3245,27,92,19,19,28,29,0,False
3246,27,93,19,19,29,30,0,False
6215,28,1,4,4,4,4,0,False
3247,28,2,6,6,8,9,0,False
3248,28,3,11,11,18,19,0,False
3249,28,4,22,22,39,40,0,False
3250,28,5,20,20,34,34,2,False
3251,28,6,18,18,27,28,0,False
3252,28,7,33,33,54,55,4,False
3253,28,8,17,17,29,30,4,False
3254,28,9,20,20,36,37,0,False
3255,28,10,22,22,37,38,0,False
3256,28,11,9,9,18,18,0,False
3257,28,12,17,17,29,30,0,False
3258,28,13,19,19,34,35,2,False
3259,28,14,13,13,24,25,2,False
3260,28,15,43,43,71,72,4,False
3261,28,16,17,17,28,29,0,False
3262,28,17,13,13,18,19,0,False
3263,28,18,23,23,36,37,2,False
3264,28,19,44,44,67,68,4,False
3265,28,20,28,28,42,43,0,False
3266,28,21,13,13,25,26,0,False
3267,28,22,13,13,23,24,0,False
3268,28,23,38,38,59,59,0,False
3269,28,24,18,18,32,32,6,False
3270,28,25,27,27,49,50,0,False
3271,28,26,11,11,20,21,0,False
3272,28,27,31,31,52,53,0,False
3273,28,28,15,15,26,27,0,False
3274,28,29,41,41,66,67,2,False
3275,28,30,31,31,51,51,0,False
3276,28,31,29,29,42,43,0,False
3277,28,32,32,32,54,55,4,False
3278,28,33,12,12,18,19,0,False
3279,28,34,20,20,29,30,0,False
3280,28,35,19,19,31,32,2,False
3281,28,36,34,34,47,48,2,False
3282,28,37,22,22,36,37,0,False
3283,28,38,44,44,73,74,8,False
3284,28,39,17,17,30,31,2,False
3285,28,40,16,16,28,29,0,False
3286,28,41,17,17,25,26,2,False
3287,28,42,17,17,27,27,0,False
3288,28,43,26,26,43,44,0,False
3289,28,44,17,17,31,31,2,False
3290,28,45,29,29,51,52,0,False
3291,28,46,34,34,50,51,0,False
3292,28,47,27,27,43,44,2,False
3293,28,48,38,38,57,58,2,False
3294,28,49,16,16,22,23,0,False
3295,28,50,28,28,45,46,0,False
3296,28,51,6,6,12,12,0,False
3297,28,52,11,11,19,20,2,False
3298,28,53,21,21,32,33,2,False
3299,28,54,24,24,36,37,0,False
3300,28,55,24,24,40,41,0,False
3301,28,56,13,13,23,24,0,False
3302,28,57,31,31,52,53,4,False
3303,28,58,25,25,42,43,2,False
3304,28,59,30,30,51,52,8,False
3305,28,60,26,26,41,42,0,False
3306,28,61,22,22,36,37,0,False
3307,28,62,11,11,18,19,2,False
3308,28,63,24,24,41,42,6,False
3309,28,64,20,20,32,33,0,False
3310,28,65,10,10,15,16,0,False
3311,28,66,8,8,14,15,0,False
3312,28,67,13,13,22,23,0,False
3313,28,68,19,19,30,31,0,False
3314,28,69,8,8,15,16,0,False
3315,28,70,22,22,36,37,6,False
3316,28,71,22,22,38,39,6,False
3317,28,72,29,29,48,49,4,False
3318,28,73,16,16,27,28,2,False
3319,28,74,11,11,18,19,2,False
3320,28,75,25,25,36,37,0,False
3321,28,76,32,32,53,54,0,False
3322,28,77,39,39,60,61,2,False
3323,28,78,34,34,52,53,0,False
3324,28,79,26,26,44,45,2,False
3325,28,80,24,24,39,40,4,False
3326,28,81,22,22,35,36,0,False
3327,28,82,37,37,57,58,2,False
3328,28,83,26,26,43,44,2,False
3329,28,84,24,24,42,43,4,False
3330,28,85,26,26,41,42,4,False
3331,28,86,26,26,42,42,4,False
3332,28,87,19,19,33,33,4,False
3333,28,88,23,23,42,43,10,False
6216,29,1,4,4,4,4,2,False
3334,29,2,15,15,23,24,0,False
3335,29,3,18,18,31,32,4,False
3336,29,4,12,12,22,23,2,False
3337,29,5,17,17,25,26,0,False
3338,29,6,13,13,21,22,0,False
3339,29,7,23,23,39,40,4,False
3340,29,8,25,25,46,47,2,False
3341,29,9,16,16,28,29,2,False
3342,29,10,45,45,66,67,0,False
3343,29,11,11,11,19,20,2,False
3344,29,12,29,29,49,50,4,False
3345,29,13,18,18,28,29,0,False
3346,29,14,22,22,39,40,4,False
3347,29,15,14,14,21,22,0,False
3348,29,16,18,18,26,27,4,False
3349,29,17,40,40,69,70,4,False
3350,29,18,19,19,29,30,2,False
3351,29,19,13,13,23,23,2,False
3352,29,20,28,28,44,44,0,False
3353,29,21,9,9,16,17,2,False
3354,29,22,23,23,37,37,0,False
3355,29,23,23,23,34,34,6,False
3356,29,24,30,30,46,47,4,False
3357,29,25,40,40,61,62,0,False
3358,29,26,17,17,28,29,2,False
3359,29,27,29,29,50,51,2,False
3360,29,28,15,15,27,28,2,False
3361,29,29,34,34,53,54,4,False
3362,29,30,8,8,13,14,0,False
3363,29,31,24,24,39,39,4,False
3364,29,32,23,23,33,34,4,False
3365,29,33,32,32,52,53,2,False
3366,29,34,18,18,27,28,0,False
3367,29,35,10,10,19,20,0,False
3368,29,36,23,23,39,39,4,False
3369,29,37,13,13,24,24,0,False
3370,29,38,24,24,37,37,0,False
3371,29,39,25,25,39,39,0,False
3372,29,40,38,38,60,61,0,False
3373,29,41,22,22,34,35,2,False
3374,29,42,14,14,23,24,0,False
3375,29,43,15,15,25,26,2,False
3376,29,44,17,17,28,28,0,False
3377,29,45,28,28,46,47,2,False
3378,29,46,41,41,69,70,18,False
3379,29,47,31,31,52,53,6,False
3380,29,48,17,17,27,28,0,False
3381,29,49,23,23,35,36,4,False
3382,29,50,28,28,36,37,0,False
3383,29,51,19,19,36,37,2,False
3384,29,52,32,32,49,50,2,False
3385,29,53,18,18,30,31,0,False
3386,29,54,12,12,19,20,0,False
3387,29,55,15,15,26,27,0,False
3388,29,56,15,15,28,29,2,False
3389,29,57,8,8,15,16,2,False
3390,29,58,34,34,52,53,2,False
3391,29,59,8,8,14,15,2,False
3392,29,60,20,20,32,33,0,False
3393,29,61,26,26,40,41,0,False
3394,29,62,16,16,24,25,0,False
3395,29,63,28,28,45,46,0,False
3396,29,64,24,24,40,41,2,False
3397,29,65,21,21,36,37,4,False
3398,29,66,8,8,15,16,0,False
3399,29,67,20,20,34,35,0,False
3400,29,68,15,15,26,27,6,False
3401,29,69,16,16,25,26,2,False
6217,30,1,4,4,5,5,2,False
3402,30,2,3,3,4,5,0,False
3403,30,3,9,9,14,15,0,False
3404,30,4,15,15,24,25,0,False
3405,30,5,12,12,17,18,0,False
3406,30,6,13,13,20,21,0,False
3407,30,7,17,17,29,30,0,False
3408,30,8,40,40,63,64,2,False
3409,30,9,55,55,84,85,2,False
3410,30,10,20,20,32,33,4,False
3411,30,11,10,10,18,19,2,False
3412,30,12,8,8,13,14,0,False
3413,30,13,17,17,26,27,0,False
3414,30,14,6,6,11,12,0,False
3415,30,15,17,17,29,30,2,False
3416,30,16,23,23,35,36,2,False
3417,30,17,9,9,14,15,0,False
3418,30,18,13,13,19,20,0,False
3419,30,19,12,12,22,23,0,False
3420,30,20,18,18,23,24,2,False
3421,30,21,25,25,39,40,4,False
3422,30,22,25,25,38,39,2,False
3423,30,23,24,24,36,37,2,False
3424,30,24,23,23,37,38,0,False
3425,30,25,24,24,38,39,2,False
3426,30,26,11,11,18,19,0,False
3427,30,27,20,20,34,35,2,False
3428,30,28,44,44,71,72,0,False
3429,30,29,19,19,30,31,2,False
3430,30,30,35,35,57,58,2,False
3431,30,31,16,16,21,22,2,False
3432,30,32,14,14,23,24,2,False
3433,30,33,31,31,43,44,2,False
3434,30,34,8,8,15,16,0,False
3435,30,35,11,11,18,19,0,False
3436,30,36,24,24,39,40,0,False
3437,30,37,21,21,35,36,0,False
3438,30,38,28,28,43,44,2,False
3439,30,39,40,40,58,59,0,False
3440,30,40,34,34,53,54,2,False
3441,30,41,22,22,40,41,2,False
3442,30,42,22,22,36,37,2,False
3443,30,43,16,16,28,29,0,False
3444,30,44,10,10,20,21,0,False
3445,30,45,16,16,29,30,2,False
3446,30,46,25,25,38,39,4,False
3447,30,47,30,30,55,56,4,False
3448,30,48,37,37,60,61,4,False
3449,30,49,13,13,19,20,0,False
3450,30,50,22,22,34,34,2,False
3451,30,51,13,13,20,21,0,False
3452,30,52,14,14,23,24,0,False
3453,30,53,19,19,32,33,2,False
3454,30,54,24,24,39,39,2,False
3455,30,55,18,18,30,31,0,False
3456,30,56,29,29,48,49,4,False
3457,30,57,11,11,22,23,2,False
3458,30,58,31,31,50,51,4,False
3459,30,59,10,10,18,19,2,False
3460,30,60,13,13,22,23,2,False
6218,31,1,4,4,5,5,2,False
3461,31,2,6,6,8,9,0,False
3462,31,3,5,5,8,9,0,False
3463,31,4,17,17,25,26,2,False
3464,31,5,13,13,18,19,0,False
3465,31,6,22,22,32,33,0,False
3466,31,7,23,23,36,36,2,False
3467,31,8,15,15,25,26,2,False
3468,31,9,11,11,15,16,0,False
3469,31,10,39,39,61,62,0,False
3470,31,11,22,22,29,30,2,False
3471,31,12,24,23,38,38,0,False
3472,31,13,15,15,24,25,0,False
3473,31,14,19,19,34,34,2,False
3474,31,15,36,36,65,66,4,False
3475,31,16,30,30,44,44,0,False
3476,31,17,23,23,39,39,0,False
3477,31,18,19,19,30,30,0,False
3478,31,19,14,14,23,23,0,False
3479,31,20,43,43,63,63,2,False
3480,31,21,28,28,43,43,2,False
3481,31,22,18,18,33,33,10,False
3482,31,23,21,21,34,34,2,False
3483,31,24,11,11,18,19,2,False
3484,31,25,23,23,35,36,0,False
3485,31,26,17,16,24,24,0,False
3486,31,27,29,29,45,46,0,False
3487,31,28,15,15,23,23,2,False
3488,31,29,44,44,68,68,8,False
3489,31,30,22,22,34,34,0,False
3490,31,31,29,29,42,42,2,False
3491,31,32,35,35,52,52,6,False
3492,31,33,47,47,73,73,4,False
3493,31,34,36,36,52,52,0,False
6219,32,1,4,4,5,5,2,False
3494,32,2,12,12,21,22,0,False
3495,32,3,25,25,35,36,2,False
3496,32,4,31,31,49,50,2,False
3497,32,5,24,24,39,40,6,False
3498,32,6,11,11,17,18,0,False
3499,32,7,9,9,16,17,2,False
3500,32,8,11,11,16,16,0,False
3501,32,9,21,21,32,33,0,False
3502,32,10,21,21,35,36,0,False
3503,32,11,14,14,27,28,4,False
3504,32,12,27,27,47,48,4,False
3505,32,13,23,23,40,41,0,False
3506,32,14,22,22,34,35,0,False
3507,32,15,23,23,41,41,2,False
3508,32,16,20,20,33,34,0,False
3509,32,17,15,15,21,22,0,False
3510,32,18,10,9,20,19,0,False
3511,32,19,20,20,33,34,2,False
3512,32,20,38,38,56,57,4,False
3513,32,21,17,17,29,30,0,False
3514,32,22,18,18,29,30,0,False
3515,32,23,20,20,35,36,0,False
3516,32,24,20,20,30,31,0,False
3517,32,25,11,11,17,18,0,False
3518,32,26,23,23,39,40,0,False
3519,32,27,26,26,47,48,2,False
3520,32,28,11,11,15,16,0,False
3521,32,29,15,15,25,26,2,False
3522,32,30,13,13,20,21,0,False
3523,33,1,22,22,34,34,0,False
3524,33,2,15,15,24,24,4,False
3525,33,3,6,5,9,9,2,False
3526,33,4,40,40,66,67,0,False
3527,33,5,48,47,74,74,0,False
3528,33,6,54,53,89,89,6,False
3529,33,7,30,30,41,41,2,False
3530,33,8,15,14,24,24,2,False
3531,33,9,34,34,56,56,2,False
3532,33,10,26,27,39,40,0,False
3533,33,11,10,9,17,17,0,False
3534,33,12,27,26,39,39,6,False
3535,33,13,42,41,62,62,2,False
3536,33,14,19,18,31,31,2,False
3537,33,15,19,18,29,29,2,False
3538,33,16,22,21,32,32,2,False
3539,33,17,30,29,47,47,2,False
3540,33,18,22,22,39,39,4,False
3541,33,19,48,47,79,79,8,False
3542,33,20,34,33,59,59,2,False
3543,33,21,25,25,43,43,2,False
3544,33,22,32,32,49,49,2,False
3545,33,23,26,26,42,42,2,False
3546,33,24,24,24,39,39,0,False
3547,33,25,24,24,39,39,4,False
3548,33,26,28,28,44,44,2,False
3549,33,27,26,25,37,37,0,False
3550,33,28,28,27,44,44,0,False
3551,33,29,30,29,42,42,0,False
3552,33,30,21,20,35,34,2,False
3553,33,31,26,25,39,39,0,False
3554,33,32,24,24,41,41,2,False
3555,33,33,42,42,67,67,0,False
3556,33,34,22,21,33,33,0,False
3557,33,35,98,97,160,160,4,False
3558,33,36,29,29,48,48,4,False
3559,33,37,65,64,104,104,2,False
3560,33,38,31,31,44,44,2,False
3561,33,39,18,17,25,25,4,False
3562,33,40,25,24,36,36,0,False
3563,33,41,13,13,22,22,4,False
3564,33,42,6,5,8,8,0,False
3565,33,43,22,21,38,38,4,False
3566,33,44,11,10,16,16,0,False
3567,33,45,14,14,24,24,0,False
3568,33,46,10,9,14,14,4,False
3569,33,47,13,12,20,20,0,False
3570,33,48,17,16,28,28,2,False
3571,33,49,36,35,65,65,2,False
3572,33,50,88,87,142,142,4,False
3573,33,51,42,41,71,71,2,False
3574,33,52,23,22,36,36,2,False
3575,33,53,107,106,181,181,8,False
3576,33,54,12,11,17,17,0,False
3577,33,55,43,42,73,73,0,False
3578,33,56,17,16,30,30,2,False
3579,33,57,26,25,38,38,2,False
3580,33,58,23,22,36,36,2,False
3581,33,59,34,33,54,54,2,False
3582,33,60,36,35,58,58,4,False
3583,33,61,9,8,14,14,0,False
3584,33,62,15,14,23,23,2,False
3585,33,63,21,20,33,33,0,False
3586,33,64,11,11,18,18,0,False
3587,33,65,12,11,19,18,0,False
3588,33,66,20,21,29,30,0,False
3589,33,67,18,19,26,27,0,False
3590,33,68,14,13,21,21,0,False
3591,33,69,29,28,44,43,4,False
3592,33,70,12,12,21,21,4,False
3593,33,71,17,16,29,29,0,False
3594,33,72,31,31,53,53,0,False
3595,33,73,35,34,54,54,0,False
3596,34,1,26,26,39,39,2,False
3597,34,2,22,22,36,36,0,False
3598,34,3,43,43,72,73,4,False
3599,34,4,19,19,30,31,2,False
3600,34,5,20,20,29,29,4,False
3601,34,6,23,22,39,39,8,False
3602,34,7,19,18,35,35,2,False
3603,34,8,22,21,38,38,6,False
3604,34,9,35,34,59,59,2,False
3605,34,10,20,19,34,34,0,False
3606,34,11,16,16,28,28,0,False
3607,34,12,33,33,51,51,0,False
3608,34,13,33,33,47,47,2,False
3609,34,14,31,31,53,54,4,False
3610,34,15,28,28,46,46,0,False
3611,34,16,27,27,40,41,0,False
3612,34,17,13,13,18,18,2,False
3613,34,18,32,32,51,52,2,False
3614,34,19,30,30,46,46,0,False
3615,34,20,16,16,27,28,2,False
3616,34,21,23,23,39,40,2,False
3617,34,22,39,39,60,60,2,False
3618,34,23,26,26,41,41,6,False
3619,34,24,23,23,33,34,0,False
3620,34,25,13,13,21,22,0,False
3621,34,26,11,11,20,21,0,False
3622,34,27,16,16,25,26,2,False
3623,34,28,24,24,36,37,2,False
3624,34,29,11,11,15,16,0,False
3625,34,30,15,15,24,25,0,False
3626,34,31,45,45,77,78,14,False
3627,34,32,21,21,33,34,4,False
3628,34,33,55,55,91,92,12,False
3629,34,34,25,25,39,40,2,False
3630,34,35,11,11,15,16,0,False
3631,34,36,18,18,31,32,0,False
3632,34,37,34,34,59,60,6,False
3633,34,38,16,16,24,25,2,False
3634,34,39,23,23,38,39,2,False
3635,34,40,15,15,23,24,0,False
3636,34,41,20,20,31,32,0,False
3637,34,42,28,28,45,46,4,False
3638,34,43,58,58,85,86,8,False
3639,34,44,21,21,34,34,2,False
3640,34,45,19,19,35,35,2,False
3641,34,46,33,32,46,46,2,False
3642,34,47,17,16,27,27,4,False
3643,34,48,9,8,15,15,0,False
3644,34,49,9,8,17,17,0,False
3645,34,50,19,18,29,29,2,False
3646,34,51,12,11,18,18,4,False
3647,34,52,16,15,20,20,0,False
3648,34,53,14,13,21,21,0,False
3649,34,54,20,19,31,31,0,False
3650,35,1,37,37,57,57,0,False
3651,35,2,21,21,33,34,0,False
3652,35,3,34,34,53,54,4,False
3653,35,4,16,16,26,26,4,False
3654,35,5,27,27,39,39,0,False
3655,35,6,17,17,28,28,0,False
3656,35,7,27,27,41,41,4,False
3657,35,8,25,25,40,41,2,False
3658,35,9,30,30,47,47,4,False
3659,35,10,35,35,59,59,4,False
3660,35,11,45,45,67,67,8,False
3661,35,12,40,40,64,65,2,False
3662,35,13,48,48,75,75,6,False
3663,35,14,22,22,37,37,0,False
3664,35,15,18,17,29,29,4,False
3665,35,16,6,5,10,10,0,False
3666,35,17,4,4,8,9,2,False
3667,35,18,47,47,79,79,10,False
3668,35,19,8,8,15,15,0,False
3669,35,20,8,8,13,13,0,False
3670,35,21,7,7,11,11,0,False
3671,35,22,22,22,35,35,0,False
3672,35,23,5,5,8,8,2,False
3673,35,24,22,22,34,34,2,False
3674,35,25,22,22,38,38,2,False
3675,35,26,8,8,14,14,2,False
3676,35,27,38,37,57,57,4,False
3677,35,28,27,27,43,43,2,False
3678,35,29,33,33,48,48,2,False
3679,35,30,14,14,21,21,0,False
3680,35,31,19,19,28,28,4,False
3681,35,32,33,33,54,54,4,False
3682,35,33,22,22,33,33,0,False
3683,35,34,19,19,28,28,2,False
3684,35,35,19,18,30,30,2,False
3685,35,36,27,27,42,42,2,False
3686,35,37,42,42,66,66,2,False
3687,35,38,17,17,24,24,0,False
3688,35,39,38,37,65,65,6,False
3689,35,40,51,50,79,79,4,False
3690,35,41,28,27,41,41,0,False
3691,35,42,32,32,52,52,2,False
3692,35,43,35,34,57,57,4,False
3693,35,44,43,42,66,66,2,False
3694,35,45,39,38,62,62,2,False
6220,36,1,2,2,3,3,0,False
3695,36,2,6,6,8,9,0,False
3696,36,3,4,4,7,8,0,False
3697,36,4,6,6,9,10,0,False
3698,36,5,7,7,11,12,0,False
3699,36,6,13,13,21,22,0,False
3700,36,7,9,9,18,19,0,False
3701,36,8,15,15,26,27,2,False
3702,36,9,16,16,31,32,0,False
3703,36,10,15,15,28,29,0,False
3704,36,11,19,19,29,30,0,False
3705,36,12,16,16,25,26,0,False
3706,36,13,13,13,19,20,0,False
3707,36,14,17,17,28,29,4,False
3708,36,15,22,22,34,35,4,False
3709,36,16,10,10,16,17,2,False
3710,36,17,8,8,13,14,2,False
3711,36,18,22,22,34,34,2,False
3712,36,19,16,16,25,26,0,False
3713,36,20,14,14,25,26,0,False
3714,36,21,10,10,18,18,0,False
3715,36,22,10,10,19,20,4,False
3716,36,23,22,22,35,36,4,False
3717,36,24,8,8,11,12,0,False
3718,36,25,8,8,15,16,0,False
3719,36,26,8,8,14,15,0,False
3720,36,27,9,9,16,17,0,False
3721,36,28,16,16,26,27,0,False
3722,36,29,12,12,21,22,2,False
3723,36,30,17,17,24,25,2,False
3724,36,31,18,18,31,32,4,False
3725,36,32,10,10,14,15,0,False
3726,36,33,16,16,26,27,0,False
3727,36,34,20,20,24,25,0,False
3728,36,35,9,9,17,18,0,False
3729,36,36,18,18,32,33,2,False
3730,36,37,13,13,20,21,2,False
3731,36,38,17,17,24,25,0,False
3732,36,39,14,14,23,24,0,False
3733,36,40,22,22,36,37,2,False
3734,36,41,12,12,23,24,0,False
3735,36,42,9,9,14,15,0,False
3736,36,43,14,14,23,24,0,False
3737,36,44,11,11,17,18,4,False
3738,36,45,12,12,21,22,0,False
3739,36,46,19,19,30,31,2,False
3740,36,47,35,35,55,56,8,False
3741,36,48,11,11,15,16,0,False
3742,36,49,12,12,20,21,2,False
3743,36,50,10,10,17,18,2,False
3744,36,51,17,17,27,28,2,False
3745,36,52,20,20,30,31,2,False
3746,36,53,15,15,25,26,2,False
3747,36,54,13,13,22,23,2,False
3748,36,55,9,9,17,17,0,False
3749,36,56,11,11,19,19,0,False
3750,36,57,9,9,15,15,0,False
3751,36,58,9,9,11,12,0,False
3752,36,59,10,10,12,13,0,False
3753,36,60,18,18,32,33,4,False
3754,36,61,10,10,12,13,0,False
3755,36,62,10,10,15,16,0,False
3756,36,63,8,8,14,15,2,False
3757,36,64,7,7,12,13,0,False
3758,36,65,13,13,22,23,0,False
3759,36,66,15,15,24,25,0,False
3760,36,67,13,13,23,24,0,False
3761,36,68,8,8,14,15,0,False
3762,36,69,18,18,29,29,2,False
3763,36,70,10,10,17,18,0,False
3764,36,71,19,19,30,31,0,False
3765,36,72,11,11,19,20,0,False
3766,36,73,9,9,14,15,0,False
3767,36,74,13,13,20,20,2,False
3768,36,75,12,12,19,20,0,False
3769,36,76,10,10,18,19,0,False
3770,36,77,19,19,28,29,0,False
3771,36,78,9,9,16,17,0,False
3772,36,79,11,11,17,17,2,False
3773,36,80,19,19,30,31,2,False
3774,36,81,19,19,29,30,2,False
3775,36,82,11,11,18,19,2,False
3776,36,83,10,10,18,19,4,False
3777,37,1,4,4,6,6,0,False
3778,37,2,6,6,10,10,2,False
3779,37,3,5,5,9,9,0,False
3780,37,4,6,5,12,11,2,False
3781,37,5,14,13,20,20,0,False
3782,37,6,13,12,21,20,0,False
3783,37,7,9,8,11,11,0,False
3784,37,8,13,12,23,22,2,False
3785,37,9,8,7,13,12,0,False
3786,37,10,10,9,16,15,2,False
3787,37,11,19,18,29,28,0,False
3788,37,12,3,3,6,6,0,False
3789,37,13,7,7,10,10,0,False
3790,37,14,8,8,11,12,0,False
3791,37,15,11,11,15,15,2,False
3792,37,16,16,16,22,22,0,False
3793,37,17,5,5,8,9,0,False
